0,0,0.000000
0,1,10.000000
0,2,10.000000
0,3,10.000000
0,4,10.000000
0,5,10.000000
0,6,10.000000
0,7,10.000000
0,8,10.000000
0,9,10.000000
0,10,10.000000
0,11,10.000000
0,12,10.000000
0,13,10.000000
0,14,10.000000
0,15,10.000000
0,16,10.000000
0,17,10.000000
0,18,10.000000
0,19,10.000000
0,20,10.000000
0,21,10.000000
0,22,10.000000
0,23,10.000000
0,24,10.000000
0,25,10.000000
0,26,10.000000
0,27,10.000000
0,28,10.000000
0,29,10.000000
0,30,10.000000
0,31,10.000000
0,32,10.000000
0,33,10.000000
0,34,10.000000
0,35,10.000000
0,36,10.000000
0,37,10.000000
0,38,10.000000
0,39,10.000000
0,40,10.000000
0,41,10.000000
0,42,10.000000
0,43,10.000000
0,44,10.000000
0,45,10.000000
0,46,10.000000
0,47,10.000000
0,48,10.000000
0,49,0.000000
1,0,0.000000
1,1,5.000478
1,2,6.975233
1,3,7.901699
1,4,8.406607
1,5,8.715596
1,6,8.921327
1,7,9.066838
1,8,9.174358
1,9,9.256413
1,10,9.320568
1,11,9.371661
1,12,9.412919
1,13,9.446581
1,14,9.474244
1,15,9.497074
1,16,9.515944
1,17,9.531510
1,18,9.544276
1,19,9.554629
1,20,9.562866
1,21,9.569212
1,22,9.573835
1,23,9.576854
1,24,9.578345
1,25,9.578345
1,26,9.576854
1,27,9.573835
1,28,9.569212
1,29,9.562866
1,30,9.554629
1,31,9.544276
1,32,9.531510
1,33,9.515944
1,34,9.497074
1,35,9.474244
1,36,9.446581
1,37,9.412919
1,38,9.371661
1,39,9.320568
1,40,9.256413
1,41,9.174358
1,42,9.066838
1,43,8.921327
1,44,8.715596
1,45,8.406607
1,46,7.901699
1,47,6.975233
1,48,5.000478
1,49,0.000000
2,0,0.000000
2,1,3.022167
2,2,4.994258
2,3,6.220467
2,4,7.004653
2,5,7.529979
2,6,7.898415
2,7,8.167218
2,8,8.369741
2,9,8.526290
2,10,8.649776
2,11,8.748739
2,12,8.829025
2,13,8.894760
2,14,8.948924
2,15,8.993722
2,16,9.030808
2,17,9.061442
2,18,9.086592
2,19,9.107005
2,20,9.123256
2,21,9.135783
2,22,9.144912
2,23,9.150875
2,24,9.153821
2,25,9.153821
2,26,9.150875
2,27,9.144912
2,28,9.135783
2,29,9.123256
2,30,9.107005
2,31,9.086592
2,32,9.061442
2,33,9.030808
2,34,8.993722
2,35,8.948924
2,36,8.894760
2,37,8.829025
2,38,8.748739
2,39,8.649776
2,40,8.526290
2,41,8.369741
2,42,8.167218
2,43,7.898415
2,44,7.529979
2,45,7.004653
2,46,6.220467
2,47,4.994258
2,48,3.022167
2,49,0.000000
3,0,0.000000
3,1,2.089434
3,2,3.754684
3,3,4.976799
3,4,5.857120
3,5,6.496833
3,6,6.970733
3,7,7.329495
3,8,7.606734
3,9,7.824885
3,10,7.999177
3,11,8.140179
3,12,8.255385
3,13,8.350223
3,14,8.428699
3,15,8.493821
3,16,8.547874
3,17,8.592619
3,18,8.629415
3,19,8.659321
3,20,8.683154
3,21,8.701541
3,22,8.714949
3,23,8.723710
3,24,8.728039
3,25,8.728039
3,26,8.723710
3,27,8.714949
3,28,8.701541
3,29,8.683154
3,30,8.659321
3,31,8.629415
3,32,8.592619
3,33,8.547874
3,34,8.493821
3,35,8.428699
3,36,8.350223
3,37,8.255385
3,38,8.140179
3,39,7.999177
3,40,7.824885
3,41,7.606734
3,42,7.329495
3,43,6.970733
3,44,6.496833
3,45,5.857120
3,46,4.976799
3,47,3.754684
3,48,2.089434
3,49,0.000000
4,0,0.000000
4,1,1.576394
4,2,2.953787
4,3,4.070496
4,4,4.945796
4,5,5.625129
4,6,6.153848
4,7,6.568978
4,8,6.898528
4,9,7.163074
4,10,7.377631
4,11,7.553202
4,12,7.697921
4,13,7.817876
4,14,7.917678
4,15,8.000854
4,16,8.070133
4,17,8.127641
4,18,8.175040
4,19,8.213632
4,20,8.244430
4,21,8.268217
4,22,8.285577
4,23,8.296927
4,24,8.302536
4,25,8.302536
4,26,8.296927
4,27,8.285577
4,28,8.268217
4,29,8.244430
4,30,8.213632
4,31,8.175040
4,32,8.127641
4,33,8.070133
4,34,8.000854
4,35,7.917678
4,36,7.817876
4,37,7.697921
4,38,7.553202
4,39,7.377631
4,40,7.163074
4,41,6.898528
4,42,6.568978
4,43,6.153848
4,44,5.625129
4,45,4.945796
4,46,4.070496
4,47,2.953787
4,48,1.576394
4,49,0.000000
5,0,0.000000
5,1,1.257875
5,2,2.409132
5,3,3.401200
5,4,4.226074
5,5,4.899716
5,6,5.446263
5,7,5.889792
5,8,6.251109
5,9,6.547070
5,10,6.790923
5,11,6.992957
5,12,7.161131
5,13,7.301623
5,14,7.419246
5,15,7.517772
5,16,7.600174
5,17,7.668802
5,18,7.725519
5,19,7.771797
5,20,7.808793
5,21,7.837404
5,22,7.858306
5,23,7.871981
5,24,7.878742
5,25,7.878742
5,26,7.871981
5,27,7.858306
5,28,7.837404
5,29,7.808793
5,30,7.771797
5,31,7.725519
5,32,7.668802
5,33,7.600174
5,34,7.517772
5,35,7.419246
5,36,7.301623
5,37,7.161131
5,38,6.992957
5,39,6.790923
5,40,6.547070
5,41,6.251109
5,42,5.889792
5,43,5.446263
5,44,4.899716
5,45,4.226074
5,46,3.401200
5,47,2.409132
5,48,1.257875
5,49,0.000000
6,0,0.000000
6,1,1.041504
6,2,2.019243
6,3,2.894723
6,4,3.653260
6,5,4.297116
6,6,4.837461
6,7,5.288628
6,8,5.664900
6,9,5.979067
6,10,6.241971
6,11,6.462544
6,12,6.648033
6,13,6.804282
6,14,6.935985
6,15,7.046918
6,16,7.140119
6,17,7.218029
6,18,7.282611
6,19,7.335437
6,20,7.377750
6,21,7.410523
6,22,7.434492
6,23,7.450186
6,24,7.457949
6,25,7.457949
6,26,7.450186
6,27,7.434492
6,28,7.410523
6,29,7.377750
6,30,7.335437
6,31,7.282611
6,32,7.218029
6,33,7.140119
6,34,7.046918
6,35,6.935985
6,36,6.804282
6,37,6.648033
6,38,6.462544
6,39,6.241971
6,40,5.979067
6,41,5.664900
6,42,5.288628
6,43,4.837461
6,44,4.297116
6,45,3.653260
6,46,2.894723
6,47,2.019243
6,48,1.041504
6,49,0.000000
7,0,0.000000
7,1,0.884436
7,2,1.727208
7,3,2.500840
7,4,3.190832
7,5,3.793790
7,6,4.313653
7,7,4.758225
7,8,5.136715
7,9,5.458295
7,10,5.731365
7,11,5.963273
7,12,6.160278
7,13,6.327626
7,14,6.469672
7,15,6.590011
7,16,6.691598
7,17,6.776855
7,18,6.847758
7,19,6.905907
7,20,6.952583
7,21,6.988796
7,22,7.015313
7,23,7.032692
